label_1,type_1,subtyp_1,spec_1,dim1,dim2,cblcpty1,conntr1,status,cmpownr,label_2,type_2,subtyp_2,spec_2,dim1_2,dim2_2,cblcpty2,conntr2,featno1,label_3,type_3,subtyp3,spec_3,dim1_3,dim2_3,cblcpty3,conntr3,featno2,label_4,type_4,subtyp4,spec_4,dim1_4,dim2_4,cblcpty4,conntr4,featno3,label_5,type_5,subtyp5,spec_5,dim1_5,dim2_5,cblcpty5,conntr5,featno4,label_6,type_6,subtyp6,spec_6,dim1_6,dim2_6,cblcpty6,conntr6,featno5,label_7,type_7,subtyp7,spec_7,dim1_7,dim2_7,cblcpty7,conntr7,featno6,label_8,type_8,subtyp_8,spec_8,dim1_8,dim2_8,cblcpty8,conntr8,featno7,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments,alpha,num1,num2,num3
MAM.P.B986,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.B986,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B986,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B986,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B986,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B986,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B986,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B986,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.432003886834575","-25.70573074156582",,Null,,,"9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","8","6"
MAM.P.B987,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.B987,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B987,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B987,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B987,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B987,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B987,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B987,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.432505220849908","-25.706108835970536",,Null,,,"9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","8","7"
MAM.P.B988,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B988,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.B988,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B988,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.B988,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.B988,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B988,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B988,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.432837213082514","-25.706359380704836",,Null,,"133","9,01","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.B988
CMJ Joint
MAM.AGG.DM.P.B988
MAM.FTS.8.DIS.DM.P.B988-OLT.01.C9P4
24F Mini-ADSS
MAM.DF.24F.P.B988-P.C612",B,"9","8","8"
MAM.P.B989,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B989,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B989,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B989,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B989,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B989,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B989,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B989,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.433028657481515","-25.70651453295563",,Null,,,"9","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","8","9"
MAM.P.B990,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B990,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B990,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B990,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B990,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B990,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B990,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B990,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.433237053554723","-25.706860757119575",,Null,,,"10","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","0"
MAM.P.B991,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B991,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B991,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B991,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B991,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B991,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B991,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B991,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43336385539821","-25.707160671045038",,Null,,,"10","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","1"
MAM.P.B992,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.B992,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B992,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B992,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B992,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B992,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B992,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B992,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.433523219128144","-25.70776484048081",,Null,,,"10","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","2"
MAM.P.B993,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.B993,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B993,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B993,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B993,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B993,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B993,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B993,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43365792240346","-25.70837241395986",,Null,,,"10","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","3"
MAM.P.B994,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B994,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.B994,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B994,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.B994,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.B994,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B994,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B994,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43371380697155","-25.70870086986569",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","4"
MAM.P.B995,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B995,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B995,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B995,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B995,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B995,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B995,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B995,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.433759146362462","-25.708931486354903",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","5"
MAM.P.B996,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B996,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B996,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B996,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B996,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B996,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B996,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B996,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.433852869464168","-25.70903678701623",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","6"
MAM.P.B997,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.B997,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.B997,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B997,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.B997,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.B997,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B997,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B997,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43395489670834","-25.70964867482509",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","7"
MAM.P.B998,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B998,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.B998,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B998,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.B998,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.B998,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B998,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B998,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.434045644729807","-25.710188180477097",,Null,,"134","10","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.B998
CMJ Joint
MAM.AGG.DM.P.B998
MAM.FTS.8.DIS.DM.P.B998-OLT.01.C9P9
24F Mini-ADSS
MAM.DF.24F.P.B998-P.C623",B,"9","9","8"
MAM.P.B999,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.B999,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.B999,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.B999,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.B999,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.B999,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.B999,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.B999,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.434079458845353","-25.710444838791265",,Null,,,"11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,B,"9","9","9"
MAM.P.C001,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C001,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.C001,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C001,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C001,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C001,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C001,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C001,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43463346403348","-25.710373609072782",,Null,,"140","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","1"
MAM.P.C002,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C002,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"2",MAM.P.C002,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C002,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C002,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C002,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C002,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C002,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435100335498028","-25.71031622697511",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","2"
MAM.P.C003,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C003,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.C003,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C003,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C003,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C003,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C003,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C003,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43531906872685","-25.710289342977152",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C003
CMJ Joint
MAM.AGG.DM.P.C003
MAM.FTS.8.DIS.DM.P.C003-OLT.01.C10P3
24F Mini-ADSS
MAM.DF.24F.P.C003-P.D726
24F Mini-ADSS
MAM.DF.24F.P.C003-P.C721",C,"0","0","3"
MAM.P.C004,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C004,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,11.70-12.90mm,Null,Null,Null,"3",MAM.P.C004,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C004,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C004,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C004,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C004,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C004,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43584477487937","-25.71022472964333",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C004
CMJ Joint
MAM.AGG.DM.P.C004
MAM.FTS.8.DIS.DM.P.C004-OLT.01.C10P4
24F Mini-ADSS
MAM.DF.24F.P.C004-P.C738",C,"0","0","4"
MAM.P.C005,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C005,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C005,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C005,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C005,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C005,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C005,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C005,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.423339640068942","-25.70878641665014",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","5"
MAM.P.C006,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C006,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C006,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C006,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C006,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C006,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C006,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C006,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.423999479685694","-25.708745773624887",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","6"
MAM.P.C007,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C007,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C007,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C007,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C007,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C007,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C007,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C007,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42392459310102","-25.708184117035835",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","7"
MAM.P.C008,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C008,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C008,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C008,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C008,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C008,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C008,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C008,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.423806293306402","-25.7076171791444",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","8"
MAM.P.C009,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C009,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C009,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C009,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C009,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C009,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C009,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C009,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.42375675017968","-25.70737765226747",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","0","9"
MAM.P.C010,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C010,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C010,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C010,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C010,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C010,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C010,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C010,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.423917048994554","-25.707029176582967",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","1","0"
MAM.P.C011,Pole,Creosote,H4SANS754,9m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C011,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"3",MAM.P.C011,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C011,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C011,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C011,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C011,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C011,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424133235039207","-25.70701639332081",,Null,,,,"799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","1","1"
MAM.P.C012,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C012,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C012,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C012,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C012,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C012,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C012,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C012,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424447399002393","-25.706997816542142",,Null,,"151","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","1","2"
MAM.P.C013,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C013,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"2",MAM.P.C013,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C013,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C013,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C013,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C013,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C013,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424924787844283","-25.707065225092173",,Null,,"151","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"0","1","3"
MAM.P.C014,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C014,Dead-End,ADSS,Galvanised Steel Wire/Steel Thimble,10.54-11.65mm,Null,Null,Null,"3",MAM.P.C014,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C014,Hook,Offset Bracket,3Way,(R19*W12.50mm)*3,Null,Null,Null,"1",MAM.P.C014,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C014,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C014,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C014,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.425608174998988","-25.70719759283022",,Null,,"155","12","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C014
CMJ Joint
MAM.AGG.DM.P.C014
MAM.FTS.8.DIS.DM.P.C014-OLT.01.C10P9
24F Mini-ADSS
MAM.DF.24F.P.C014-P.C799
24F Mini-ADSS
MAM.DF.24F.P.C014-P.C787",C,"0","1","4"
