label_1,type_1,subtyp_1,spec_1,dim1,dim2,cblcpty1,conntr1,status,cmpownr,label_2,type_2,subtyp_2,spec_2,dim1_2,dim2_2,cblcpty2,conntr2,featno1,label_3,type_3,subtyp3,spec_3,dim1_3,dim2_3,cblcpty3,conntr3,featno2,label_4,type_4,subtyp4,spec_4,dim1_4,dim2_4,cblcpty4,conntr4,featno3,label_5,type_5,subtyp5,spec_5,dim1_5,dim2_5,cblcpty5,conntr5,featno4,label_6,type_6,subtyp6,spec_6,dim1_6,dim2_6,cblcpty6,conntr6,featno5,label_7,type_7,subtyp7,spec_7,dim1_7,dim2_7,cblcpty7,conntr7,featno6,label_8,type_8,subtyp_8,spec_8,dim1_8,dim2_8,cblcpty8,conntr8,featno7,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments,alpha,num1,num2,num3
MAM.P.C702,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C710,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C710,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C710,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C710,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C710,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C710,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C710,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.427724973864866","-25.71464116066583",,Null,,"148","11","799046030",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C710
ODCFD08L Joint
MAM.DIS.DM.P.C710
MAM.STS.16.DIS.DM.P.C710-C10P2.L5
24F Mini-ADSS
MAM.DF.24F.P.C175-P.C714",C,"7","1","0"
MAM.P.C703,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C711,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C711,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C711,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C711,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C711,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C711,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C711,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.427582458159755","-25.71464754196606",,Null,,"148","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C711
ODCFD08L Joint
MAM.DIS.DM.P.C711
MAM.STS.16.DIS.DM.P.C711-C10P2.L6
24F Mini-ADSS
MAM.DF.24F.P.C175-P.C714",C,"7","1","1"
MAM.P.C704,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C712,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C712,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C712,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C712,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C712,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C712,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C712,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.427067670085137","-25.714305127956816",,Null,,"148","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C712
ODCFD08L Joint
MAM.DIS.DM.P.C712
MAM.STS.16.DIS.DM.P.C712-C10P2.L7
24F Mini-ADSS
MAM.DF.24F.P.C175-P.C714",C,"7","1","2"
MAM.P.C705,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C713,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C713,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C713,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C713,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C713,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C713,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C713,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.427278681414272","-25.714133813535536",,Null,,"148","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","1","3"
MAM.P.C706,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C714,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C714,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C714,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C714,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C714,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C714,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C714,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.427357517326673","-25.714080138020705",,Null,,"148","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C714
ODCFD08L Joint
MAM.DIS.DM.P.C714
MAM.STS.16.DIS.DM.P.C714-C10P2.L8
24F Mini-ADSS
MAM.DF.24F.P.C175-P.C714",C,"7","1","4"
MAM.P.C707,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C715,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C715,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C715,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C715,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C715,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C715,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C715,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435371216513015","-25.71061079784728",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C715
ODCFD08L Joint
MAM.DIS.DM.P.C715
MAM.STS.16.DIS.DM.P.C715-C10P3.L1
24F Mini-ADSS
MAM.DF.24F.P.C003-P.C721",C,"7","1","5"
MAM.P.C708,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C716,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C716,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C716,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C716,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C716,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C716,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C716,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435454465058427","-25.710951720461836",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C716
ODCFD08L Joint
MAM.DIS.DM.P.C716
MAM.STS.16.DIS.DM.P.C716-C10P3.L2
24F Mini-ADSS
MAM.DF.24F.P.C003-P.C721",C,"7","1","6"
MAM.P.C709,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C717,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C717,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C717,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C717,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C717,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C717,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C717,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435483728961913","-25.71112429682147",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","1","7"
MAM.P.C710,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C718,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C718,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C718,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C718,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C718,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C718,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C718,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435658182233876","-25.711055132937116",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","1","8"
MAM.P.C711,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C719,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C719,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C719,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C719,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C719,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C719,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C719,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435983290682184","-25.71092624018052",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","1","9"
MAM.P.C712,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C720,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C720,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C720,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C720,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C720,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C720,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C720,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435931657613388","-25.710709407731418",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C720
ODCFD08L Joint
MAM.DIS.DM.P.C720
MAM.STS.16.DIS.DM.P.C720-C10P3.L3
24F Mini-ADSS
MAM.DF.24F.P.C003-P.C721",C,"7","2","0"
MAM.P.C713,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C721,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C721,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C721,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C721,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C721,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C721,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C721,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435868230150216","-25.71045569787873",,Null,,"149","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C721
ODCFD08L Joint
MAM.DIS.DM.P.C721
MAM.STS.16.DIS.DM.P.C721-C10P3.L4
24F Mini-ADSS
MAM.DF.24F.P.C003-P.C721",C,"7","2","1"
MAM.P.C714,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C728,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C728,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C728,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C728,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C728,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C728,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C728,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435782503969524","-25.710018643015303",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C728
ODCFD08L Joint
MAM.DIS.DM.P.C728
MAM.STS.16.DIS.DM.P.C728-C10P4.L1
24F Mini-ADSS
MAM.DF.24F.P.D727-P.C731",C,"7","2","8"
MAM.P.C715,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C729,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C729,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C729,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C729,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C729,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C729,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C729,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435731960209807","-25.70973074179575",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C729
ODCFD08L Joint
MAM.DIS.DM.P.C729
MAM.STS.16.DIS.DM.P.C729-C10P4.L2
24F Mini-ADSS
MAM.DF.24F.P.D727-P.C731",C,"7","2","9"
MAM.P.C716,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C730,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C730,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C730,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C730,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C730,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C730,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C730,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435689862493742","-25.709449071618273",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C730
ODCFD08L Joint
MAM.DIS.DM.P.C730
MAM.STS.16.DIS.DM.P.C730-C10P4.L3
24F Mini-ADSS
MAM.DF.24F.P.D727-P.C731",C,"7","3","0"
MAM.P.C717,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C731,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C731,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C731,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C731,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C731,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C731,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C731,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.435634836906825","-25.709227286306817",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C731
ODCFD08L Joint
MAM.DIS.DM.P.C731
MAM.STS.16.DIS.DM.P.C731-C10P4.L4
24F Mini-ADSS
MAM.DF.24F.P.D727-P.C731",C,"7","3","1"
MAM.P.C718,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C732,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C732,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C732,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C732,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C732,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C732,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C732,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436018570183947","-25.710156047580142",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","3","2"
MAM.P.C719,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C733,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C733,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C733,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C733,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C733,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C733,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C733,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436342677502232","-25.710111905891186",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","3","3"
MAM.P.C720,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C734,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C734,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C734,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C734,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C734,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C734,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C734,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43630825817598","-25.70995917976857",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C734
ODCFD08L Joint
MAM.DIS.DM.P.C734
MAM.STS.16.DIS.DM.P.C734-C10P4.L5
24F Mini-ADSS
MAM.DF.24F.P.C004-P.C738",C,"7","3","4"
MAM.P.C721,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C735,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C735,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C735,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C735,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C735,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C735,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C735,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436232938063462","-25.709529062283938",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C735
ODCFD08L Joint
MAM.DIS.DM.P.C735
MAM.STS.16.DIS.DM.P.C735-C10P4.L6
24F Mini-ADSS
MAM.DF.24F.P.C004-P.C738",C,"7","3","5"
MAM.P.C722,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C736,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C736,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C736,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C736,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C736,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C736,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C736,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436171492708514","-25.709168318587142",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C736
ODCFD08L Joint
MAM.DIS.DM.P.C736
MAM.STS.16.DIS.DM.P.C736-C10P4.L7
24F Mini-ADSS
MAM.DF.24F.P.C004-P.C738",C,"7","3","6"
MAM.P.C723,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C737,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C737,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C737,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C737,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C737,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C737,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C737,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436126707696367","-25.708914536851648",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"7","3","7"
MAM.P.C724,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C738,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C738,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C738,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C738,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C738,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C738,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C738,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.436086757581933","-25.70868815286985",,Null,,"150","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C738
ODCFD08L Joint
MAM.DIS.DM.P.C738
MAM.STS.16.DIS.DM.P.C738-C10P4.L8
24F Mini-ADSS
MAM.DF.24F.P.C004-P.C738",C,"7","3","8"
MAM.P.C725,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C739,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C739,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C739,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C739,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C739,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C739,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C739,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424281779751425","-25.706790619585345",,Null,,"151","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C739
ODCFD08L Joint
MAM.DIS.DM.P.C739
MAM.STS.16.DIS.DM.P.C739-C10P5.L1
24F Mini-ADSS
MAM.DF.24F.P.C176-P.C748",C,"7","3","9"
MAM.P.C726,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C740,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C740,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C740,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C740,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C740,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C740,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C740,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.424980468326623","-25.706879986728687",,Null,,"151","11","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C740
ODCFD08L Joint
MAM.DIS.DM.P.C740
MAM.STS.16.DIS.DM.P.C740-C10P5.L2
24F Mini-ADSS
MAM.DF.24F.P.C176-P.C748",C,"7","4","0"
