label_1;type_1;subtyp_1;spec_1;dim1;dim2;cblcpty1;conntr1;status;cmpownr;label_2;type_2;subtyp_2;spec_2;dim1_2;dim2_2;cblcpty2;conntr2;featno1;label_3;type_3;subtyp3;spec_3;dim1_3;dim2_3;cblcpty3;conntr3;featno2;label_4;type_4;subtyp4;spec_4;dim1_4;dim2_4;cblcpty4;conntr4;featno3;label_5;type_5;subtyp5;spec_5;dim1_5;dim2_5;cblcpty5;conntr5;featno4;label_6;type_6;subtyp6;spec_6;dim1_6;dim2_6;cblcpty6;conntr6;featno5;label_7;type_7;subtyp7;spec_7;dim1_7;dim2_7;cblcpty7;conntr7;featno6;label_8;type_8;subtyp_8;spec_8;dim1_8;dim2_8;cblcpty8;conntr8;featno7;strtfeat;endfeat;lat;lon;sg21;sg26;address;pon_no;zone_no;subplace;mainplce;mun;stackref;datecrtd;crtdby;date_edt;editby;comments
MAM.P.B551;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B551;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B551;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B551;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B551;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B551;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B551;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B551;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.405663;-25.7045758;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B552;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B552;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B552;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B552;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B552;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B552;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B552;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B552;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4051844;-25.7045137;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B553;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B553;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B553;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B553;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B553;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B553;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B553;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B553;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40522389773635;-25.704430841578507;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B555;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B555;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B555;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B555;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B555;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B555;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B555;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B555;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4046802;-25.7042508;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B556;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B556;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B556;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B556;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B556;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B556;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B556;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B556;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4037242;-25.7034741;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B557;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B557;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B557;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B557;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B557;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B557;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B557;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B557;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4038162;-25.70343340000001;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B558;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B558;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B558;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B558;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B558;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B558;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B558;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B558;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4041241;-25.7032042;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B559;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B559;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B559;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B559;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B559;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B559;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B559;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B559;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4041998;-25.70314550000001;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B560;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B560;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B560;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B560;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B560;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B560;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B560;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B560;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4045077;-25.7029163;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B561;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B561;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B561;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B561;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B561;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B561;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B561;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B561;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4045709;-25.7028437;;Null;;63;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B562;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B562;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B562;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B562;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B562;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B562;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B562;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B562;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4052572;-25.7039612;;Null;;62;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B565;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B565;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B565;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B565;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B565;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B565;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B565;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B565;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4061654;-25.7027003;;Null;;65;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B566;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B566;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B566;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B566;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B566;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B566;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B566;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B566;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4056096;-25.7022142;;Null;;65;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B567;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B567;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B567;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B567;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B567;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B567;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B567;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B567;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4056728;-25.7022839;;Null;;65;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B568;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B568;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B568;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B568;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B568;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B568;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B568;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B568;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4041425;-25.7017624;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B569;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B569;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B569;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B569;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B569;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B569;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B569;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B569;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4042511;-25.7017399;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B570;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B570;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B570;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B570;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B570;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B570;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B570;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B570;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4037275;-25.702048;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B571;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B571;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B571;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B571;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B571;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B571;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B571;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B571;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4038171;-25.7020046;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B572;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B572;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B572;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B572;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B572;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B572;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B572;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B572;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4034195;-25.7022771;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B573;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B573;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B573;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B573;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B573;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B573;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B573;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B573;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4033488;-25.7023413;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B574;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B574;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B574;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B574;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B574;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B574;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B574;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B574;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4030409;-25.7025705;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B575;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B575;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B575;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B575;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B575;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B575;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B575;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B575;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4029713;-25.702636;;Null;;66;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B576;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B576;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B576;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B576;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B576;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B576;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B576;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B576;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4026405;-25.7015603;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B577;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B577;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B577;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B577;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B577;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B577;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B577;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B577;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4027104;-25.7014951;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B578;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B578;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B578;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B578;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B578;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B578;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B578;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B578;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4030183;-25.701266;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B580;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B580;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B580;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B580;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B580;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B580;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B580;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B580;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4017318;-25.7012691;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B581;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B581;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B581;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B581;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B581;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B581;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B581;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B581;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4018266;-25.7012315;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B582;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B582;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B582;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B582;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B582;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B582;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B582;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B582;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4021472;-25.7009929;;Null;;68;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B583;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B583;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B583;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B583;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B583;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B583;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B583;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B583;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4035689;-25.7006923;;Null;;67;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B585;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B585;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B585;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B585;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B585;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B585;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B585;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B585;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.39964211890408;-25.699281571226713;;Null;;71;6;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.B586;Pole;Creosote;H4SANS754;7m;140-160mm;Null;Null;Permission not granted;PlanNet;MAM.P.B586;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;2;MAM.P.B586;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.B586;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.B586;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.B586;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.B586;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.B586;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.39974046816375;-25.69922248827594;;Null;;71;6;799046003;799046;City of Tshwane;MAM;;;;;
