label_1;type_1;subtyp_1;spec_1;dim1;dim2;cblcpty1;conntr1;status;cmpownr;label_2;type_2;subtyp_2;spec_2;dim1_2;dim2_2;cblcpty2;conntr2;featno1;label_3;type_3;subtyp3;spec_3;dim1_3;dim2_3;cblcpty3;conntr3;featno2;label_4;type_4;subtyp4;spec_4;dim1_4;dim2_4;cblcpty4;conntr4;featno3;label_5;type_5;subtyp5;spec_5;dim1_5;dim2_5;cblcpty5;conntr5;featno4;label_6;type_6;subtyp6;spec_6;dim1_6;dim2_6;cblcpty6;conntr6;featno5;label_7;type_7;subtyp7;spec_7;dim1_7;dim2_7;cblcpty7;conntr7;featno6;label_8;type_8;subtyp_8;spec_8;dim1_8;dim2_8;cblcpty8;conntr8;featno7;strtfeat;endfeat;lat;lon;sg21;sg26;address;pon_no;zone_no;subplace;mainplce;mun;stackref;datecrtd;crtdby;date_edt;editby;comments
MAM.P.A279;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A279;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A279;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A279;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A279;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A279;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A279;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A279;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4087919;-25.70047655;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A281;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A281;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A281;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A281;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A281;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A281;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A281;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A281;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4089156;-25.700866949999998;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A282;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A282;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A282;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A282;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A282;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A282;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A282;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A282;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4088092;-25.7017822;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A283;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A283;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A283;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A283;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A283;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A283;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A283;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A283;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4084938;-25.7011954;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A284;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A284;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A284;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A284;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A284;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A284;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A284;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A284;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4083359;-25.7006968;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A285;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A285;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A285;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A285;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A285;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A285;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A285;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A285;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4082173;-25.7003228;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A287;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A287;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A287;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A287;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A287;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A287;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A287;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A287;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4080988;-25.6999488;;Null;;6;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A288;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A288;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A288;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A288;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A288;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A288;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A288;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A288;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4079272;-25.7017764;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A289;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A289;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A289;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A289;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A289;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A289;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A289;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A289;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4073403;-25.7019318;;Null;;8;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A290;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A290;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A290;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A290;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A290;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A290;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A290;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A290;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4073944;-25.7031793;;Null;;8,058;1,005;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A291;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A291;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A291;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A291;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A291;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A291;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A291;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A291;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4079774;-25.7012235;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A292;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A292;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A292;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A292;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A292;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A292;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A292;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A292;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40783715;-25.7007798;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A293;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A293;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A293;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A293;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A293;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A293;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A293;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A293;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40771675;-25.70039955;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A294;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A294;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A294;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A294;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A294;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A294;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A294;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A294;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407596249999997;-25.70001945;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A295;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A295;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A295;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A295;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A295;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A295;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A295;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A295;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40747535;-25.699639349999998;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A296;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A296;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A296;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A296;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A296;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A296;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A296;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A296;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4070048;-25.6998147;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A298;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A298;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A298;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A298;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A298;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A298;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A298;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A298;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4073285;-25.700836;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A299;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A299;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A299;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A299;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A299;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A299;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A299;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A299;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4071666;-25.7003253;;Null;;7;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A301;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A301;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A301;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A301;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A301;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A301;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A301;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A301;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.406621;-25.7007413;;Null;;;1;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A302;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A302;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A302;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A302;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A302;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A302;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A302;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A302;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4063528;-25.6998949;;Null;;;1;799046028;799046;City of Tshwane;MAM;;;;;
MAM.P.A304;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A304;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A304;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A304;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A304;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A304;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A304;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A304;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.406947227247823;-25.702276684226685;;Null;;58;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A305;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A305;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A305;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A305;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A305;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A305;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A305;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A305;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407073394850325;-25.702583421975866;;Null;;58;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A306;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A306;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A306;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A306;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A306;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A306;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A306;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A306;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407137057402036;-25.702715377083067;;Null;;58;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A307;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A307;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A307;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A307;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A307;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A307;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A307;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A307;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407279430017695;-25.703000122314386;;Null;;58;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A308;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A308;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A308;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A308;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A308;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A308;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A308;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A308;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407017193933342;-25.703163735935664;;Null;;58;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A309;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A309;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A309;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A309;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A309;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A309;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A309;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A309;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407309814417403;-25.703787801704255;;Null;;56;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A312;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A312;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A312;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A312;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A312;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A312;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A312;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A312;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407457974537763;-25.703997309374454;;Null;;56;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A313;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A313;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A313;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A313;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A313;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A313;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A313;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A313;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407695262230526;-25.70420739579512;;Null;;56;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A314;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A314;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A314;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A314;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A314;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A314;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A314;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A314;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.40724354748854;-25.704326618391978;;Null;;59;5;799046003;799046;City of Tshwane;MAM;;;;;
MAM.P.A315;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A315;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A315;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A315;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A315;Slack Bracket;Bracket;Extreme Slack;D620;D516;Null;Null;1;MAM.P.A315;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;4;MAM.P.A315;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;4;MAM.P.A315;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.407161049114475;-25.704412917969826;;Null;;59;5;799046003;799046;City of Tshwane;MAM;;;;;
