label,type,subtyp,spec,dim1,dim2,cblcpty,conntr,ntwrkptn,cmpownr,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments
DR1733219,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D567,LAW.ONT.DR1733219,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733228,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733228,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733229,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733229,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733230,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733230,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733231,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733231,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733232,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733232,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733233,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733233,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733234,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D568,LAW.ONT.DR1733234,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733235,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D568,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733220,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733220,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733221,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733221,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733222,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733222,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733223,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733223,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733224,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733224,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733225,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733225,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733226,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733226,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733227,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D569,LAW.ONT.DR1733227,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733236,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733236,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733237,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733237,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733238,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733238,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733239,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733239,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733240,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733240,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733241,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.D570,LAW.ONT.DR1733241,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733242,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D570,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733243,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D570,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733204,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D571,LAW.ONT.DR1733204,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733205,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,LAW.ONT.DR1733205,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733206,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,LAW.ONT.DR1733206,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733207,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,LAW.ONT.DR1733207,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1733208,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733209,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733210,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1733211,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D571,,,,,,,177,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734132,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734132,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734133,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734133,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734134,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734134,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734135,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734135,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734136,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734136,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734137,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,LAW.ONT.DR1734137,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734138,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734139,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D573,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734148,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734148,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734149,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734149,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734150,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734150,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734151,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734151,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734152,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734152,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734153,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734153,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734154,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,LAW.ONT.DR1734154,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734155,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D574,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734140,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734140,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734141,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734141,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734142,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734142,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734143,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734143,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734144,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734144,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734145,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734145,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734146,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D575,LAW.ONT.DR1734146,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734147,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D575,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734156,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734156,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734157,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734157,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734158,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734158,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734159,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734159,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734160,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734160,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734161,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734161,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734162,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D576,LAW.ONT.DR1734162,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734163,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D576,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734052,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734052,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734053,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734053,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734054,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734054,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734055,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734055,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734056,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734056,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734057,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734057,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734058,Cable,Drop,SM/G657A2,2.8mm,60m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734058,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734059,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D580,LAW.ONT.DR1734059,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734076,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734076,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734077,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734077,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734078,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734078,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734079,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734079,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734080,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734080,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734081,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734081,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734082,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734082,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734083,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D582,LAW.ONT.DR1734083,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734116,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734116,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734117,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734117,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734118,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734118,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734119,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734119,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734120,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734120,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734121,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D583,LAW.ONT.DR1734121,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734122,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D583,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734123,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D583,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734124,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734124,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734125,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734125,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734126,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734126,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734127,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734127,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734128,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734128,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734129,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734129,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734130,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734130,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734131,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D584,LAW.ONT.DR1734131,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734068,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,LAW.ONT.DR1734068,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734069,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,LAW.ONT.DR1734069,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734070,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,LAW.ONT.DR1734070,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734071,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D585,LAW.ONT.DR1734071,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734072,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,LAW.ONT.DR1734072,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734073,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734074,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734075,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D585,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734060,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734060,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734061,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734061,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734062,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734062,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734063,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734063,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734064,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734064,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734065,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734065,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734066,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,LAW.ONT.DR1734066,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734067,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D586,,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,Spare
DR1734108,Cable,Drop,SM/G657A2,2.8mm,50m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734108,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734109,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734109,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734110,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734110,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734111,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734111,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734112,Cable,Drop,SM/G657A2,2.8mm,30m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734112,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
DR1734113,Cable,Drop,SM/G657A2,2.8mm,40m,1F,,,PlanNet,LAW.P.D590,LAW.ONT.DR1734113,,,,,,178,16,798038001,798038,City of Johannesburg,LAW,2025-04-14T07:50:57.765,PlanNet,,,
